mbid,artist_mb,artist_lastfm,tags_mb,az_artist,done
8017153d-b710-43e6-9f6a-7d157cafaaf2,Lacrimas Profundere,Lacrimas Profundere,gothic metal,Lacrimas Profundere,False
49c15d5f-469e-469c-ae94-89e8d31106dd,Dismember,Dismember,melodic death metal; death metal,Dismember,False
15433754-81e7-411d-8535-e6554d7ef487,DJ Felli Fel,DJ Felli Fel,hip hop rnb and dance hall,DJ Felli Fel,False
5358b552-626e-49ee-bc91-0def4ed1178b,Emily Browning,Emily Browning,actress; australia,Emily Browning,False
9363bf34-2bc4-471e-b6c9-9e8aac379551,Gerald Levert,Gerald Levert,songwriter; soul; producer; musician; arranger; soul and reggae; contemporary r&b,Gerald Levert,False
f50cee24-a799-45da-b65f-fb0874cd521d,Roy Woods,Roy Woods,r&b,Roy Woods,False
24285231-f192-42f1-baea-0f467dd1d8aa,Marsha Ambrosius,Marsha Ambrosius,soul,Marsha Ambrosius,False
ddf4255f-ccc9-44c0-8f1e-b325d51ee82f,Freddie Jackson,Freddie Jackson,soul; quiet storm,Freddie Jackson,False
0e6dffeb-bda0-4eb1-9567-2ac9306a516d,Jain,Jain,,Jain,False
de6c2864-ec2c-4bba-9c37-0c3a995bb104,Page France,Page France,,Page France,False
f84e0f7d-86b0-4957-8b17-6b46d6e47246,Fonseca,Fonseca,pop; world; latin pop; latin; vallenato,Fonseca,False
4266bddb-2a59-445c-9b90-29f84dfffff6,Julie Byrne,Julie Byrne,,Julie Byrne,False
825a918f-09fa-40ee-9c27-b0921d48bdbb,Tom Cochrane,Tom Cochrane,rock; canadian; country,Tom Cochrane,False
8a71cd02-aa86-473e-9760-cf262c39429a,Redlight,Redlight,,Redlight,False
4d394a75-debd-4410-b297-e4e898127303,Offset,Offset,,Offset,False
ff06ecc0-72a5-4a81-a253-d840d9aefb32,Ivy Queen,Ivy Queen,latin; reggaeton; reggaetón; latin urban,Ivy Queen,False
7d32fa5a-7ccb-483b-87ea-5370b4be4d64,Vera Lynn,Vera Lynn,rock; british; uk; english; rhyming slang,Vera Lynn,False
c0d4ec16-f684-4751-b6cb-a9c55c0c66d0,Van Canto,Van Canto,heavy metal; metal; a cappella; power metal; a cappella metal,Van Canto,False
9b422c81-017c-4f8f-a7a9-ba6229c29343,TORRES,Torres,rock; folk; indie; alt rock,TORRES,False
a41cc6b0-ff0c-4331-9add-907025607e95,Belphegor,Belphegor,death metal; black metal; blackened death metal; rock and indie,Belphegor,False
c13101d0-cc31-4df3-a156-b9a29ca39825,Blake Mills,Blake Mills,rock,Blake Mills,False
d8ae63c6-6fce-41b2-98ba-e570bc4007ca,Terry Jacks,Terry Jacks,pop; canadian; pop rock; folk pop; singer/songwriter,Terry Jacks,False
eee14992-d2ab-4c46-b1e2-51080504ba50,Indila,Indila,,Indila,False
e659c09d-8ec1-43d8-ab3f-72630b926157,Cathedral,Cathedral,metal; british; doom metal,Cathedral,False
d3ffeb64-9d7b-4911-98e5-91ee26005ee9,Oleta Adams,Oleta Adams,soul; classic pop and rock,Oleta Adams,False
e6b27418-4972-42ba-9868-feb663e8840c,Vinnie Paz,Vinnie Paz,hip hop,Vinnie Paz,False
45677914-89de-4267-aeae-8c1661b2c859,Tanya Tucker,Tanya Tucker,country; country pop; nashville sound; contemporary country,Tanya Tucker,False
1de9c97e-2409-409b-bf99-3ae711af6e4e,Brian Hyland,Brian Hyland,pop; pop rock; teen pop; bubblegum,Brian Hyland,False
98a1e0ab-35fa-40dd-b62c-9fda46fdb061,Beartooth,Beartooth,i love it,Beartooth,False
9b085502-2c93-446f-ab1b-858e281471ff,Riton,Riton,,Riton,False
fdf0d5e1-e773-4740-a50f-a032c96c63d3,MC Lars,MC Lars,punk rock; ska punk; hip hop; comedy rock; nerdcore,MC Lars,False
8b3b7346-ee3b-4e03-b747-0952aab46e61,Bassjackers,Bassjackers,,Bassjackers,False
f7691e08-2824-4e40-b126-4e4a20675036,World Party,World Party,london; england; classic pop and rock,World Party,False
f114b6c4-78f7-45d2-ae73-001e2a77ab9f,Emil Bulls,Emil Bulls,alternative rock; hard rock; nu metal; alternative metal,Emil Bulls,False
83ae615f-b54a-4a80-8ab0-1de96820dd80,Johnny Rivers,Johnny Rivers,rock; rock and indie,Johnny Rivers,False
f5b33d1b-e8bc-444e-bc5c-490473aa0f50,Gloria Trevi,Gloria Trevi,pop rock; latin pop; latin rock; latin,Gloria Trevi,False
01667dde-e5fd-4748-9986-ac623e4e9d65,MadeinTYO,MADEINTYO,,MadeinTYO,False
bfc381d1-1f75-4b58-8a76-a7e515a07ebe,Ten Foot Pole,Ten Foot Pole,punk; usa,Ten Foot Pole,False
35c6e25d-3c5c-400e-bead-44363b3d69f1,Elliot Moss,Elliot Moss,,Elliot Moss,False
2e044523-e7a8-4167-99b4-f835b88ff712,Johnny Tillotson,Johnny Tillotson,classic pop and rock,Johnny Tillotson,False
fe4658a6-bb37-473d-b6f0-f075dda8d31c,Paul Carrack,Paul Carrack,soft rock; pop rock; blue-eyed soul,Paul Carrack,False
8f7146ef-c344-40f7-b688-fa02a08d9a1d,Pure Prairie League,Pure Prairie League,country rock; soft rock; alternative country,Pure Prairie League,False
d7ac3cc7-0d65-476b-9b81-d3e872672a2f,BLØF,Bløf,rock; dutch,BLØF,False
598ec1f8-fddf-4be4-aa68-fe7de35a6afc,Max Herre,Max Herre,german; soul,Max Herre,False
bb0a1e95-9444-4a05-a1bb-22b8d7ed7844,Laura Nyro,Laura Nyro,soul; classic pop and rock,Laura Nyro,False
f15d2f13-6de2-434f-a6dc-ac1ce45d9636,Girlpool,Girlpool,pop; lo-fi; folk punk,Girlpool,False
32301b5a-a2eb-4575-a070-cc661feb003c,Hundred Reasons,Hundred Reasons,rock and indie,Hundred Reasons,False
f0167ca4-f151-4194-813f-021bca2ecf7b,Savoy Brown,Savoy Brown,blues,Savoy Brown,False
2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c,Dave Hollister,Dave Hollister,,Dave Hollister,False
3a768dc7-40d3-4c91-9d3e-2eabb12e5620,Bad Books,Bad Books,,Bad Books,False
2f17f9f7-2df1-49d6-ab2b-7bb4ba580746,Jonathan Wilson,Jonathan Wilson,,Jonathan Wilson,False
9b214042-4154-4571-8f6c-5643eb4bc06f,Brownstone,Brownstone,dance and electronica,Brownstone,False
3d291f48-a8be-4113-baad-c73618a7897d,Yandel,Yandel,hip-hop; latin; reggaeton; latin urban,Yandel,False
c0bfa680-6c3f-4b79-8034-dacc23b929a7,Grieves,Grieves,hip hop,Grieves,False
ca9766a0-1c30-43e6-a213-bac1334efc4a,Steve Lacy,Steve Lacy,jazz; post-bop; vocal jazz; avant-garde jazz; free jazz; jazz and blues; free improvisation,Steve Lacy,False
e0432382-b245-4a30-b230-5558b36ac158,Satin Jackets,Satin Jackets,,Satin Jackets,False
8c51b06d-b678-4bbf-aeac-7295dfb69d13,Watain,Watain,swedish; sweden; black metal,Watain,False
61314ff2-7b52-4296-a0b8-af61dc08bdd1,CamelPhat,CamelPhat,,CamelPhat,False
a021bf5a-ec55-4740-b662-9b99349f53f0,Ella Vos,Ella Vos,,Ella Vos,False
166c939c-a97e-44b9-b405-23d49a72df4e,SHeDAISY,SHeDAISY,,SHeDAISY,False
39dfc059-93b1-41a1-af27-3a753c0711d3,Tin Machine,Tin Machine,rock,Tin Machine,False
c757e9ae-b246-4a55-8b43-726a64f4012a,Ximena Sariñana,Ximena Sariñana,jazz,Ximena Sariñana,False
3dd2e53d-fe3a-4caa-81e5-fe0ea7c2b616,Big Scary,Big Scary,,Big Scary,False
200a07b4-0e6f-47b8-851f-784281e1de07,M2M,M2M,m2m,M2M,False
4a40140f-0e68-4ab0-9d6e-6e097957d85e,Destroy Rebuild Until God Shows,Destroy Rebuild Until God Shows,post-hardcore,Destroy Rebuild Until God Shows,False
e92d6330-65d2-445e-82e5-b98c683e727b,GTA,GTA,,GTA,False
fe2d4768-80a4-4a00-b606-4872b6996a6a,Juan Magán,Juan Magan,electronic; dance; latin; reggaeton; merengue; electro latino,Juan Magán,False
c61b5609-4578-4bc1-a1e0-a5a12a613af8,Heavenly,Heavenly,,Heavenly,False
df9c5e32-c086-4a91-9830-46bbe972908e,BURNS,Burns,,BURNS,False
4cbc9839-c43e-42e6-9d84-b44045cf03ba,Chuck Wicks,Chuck Wicks,,Chuck Wicks,False
07e676a5-0c07-4fde-9c14-4282957532af,Highasakite,Highasakite,,Highasakite,False
0b3819e6-3fa1-4a50-a84c-f2a62643185d,Jean-Jacques Goldman,Jean-Jacques Goldman,rock; french; singer-songwriter; chanson française; french rock; todo-works,Jean-Jacques Goldman,False
04a15a94-2a32-4f48-9596-ce3ea14e7d52,Kix,Kix,hard rock; glam metal,Kix,False
511c4699-2c7c-4c59-a38c-325f5874d563,Lower Than Atlantis,Lower Than Atlantis,punk rock,Lower Than Atlantis,False
05ec340f-c772-4995-9256-092c6931d098,Joy Denalane,Joy Denalane,pop; german; soul,Joy Denalane,False
7e26f094-2ab2-4810-be12-f8fd8953d99d,Calogero,Calogero,rock; pop; grenoble; calogero; echirolles,Calogero,False
beae0387-b082-4901-b87e-e336706bd727,Shawnna,Shawnna,hip hop,Shawnna,False
17fbada3-6dac-42f3-8a6c-8c1c1484f730,Fates Warning,Fates Warning,progressive rock; heavy metal; progressive metal,Fates Warning,False
4984d5a0-34af-4532-84fa-e48df024d31b,Autograf,Autograf,,Autograf,False
593c7d05-825c-40f0-b5ff-153b3b6c605b,MitiS,MitiS,dubstep,MitiS,False
a5593715-888e-43a7-84f9-a8ccd5e6b06d,You+Me,You+Me,folk,You+Me,False
233164a1-a581-44f7-adac-cfdae2eefb66,Thomas Gold,Thomas Gold,,Thomas Gold,False
323b0f97-bdd7-49ee-8b68-dfa7fe558e4d,Steel Train,Steel Train,,Steel Train,False
79c976f6-0a85-42d6-9e01-8ae2c5592bc2,Arkells,Arkells,alternative rock,Arkells,False
c8c35216-9744-4fe8-810e-7f266926d45c,Handsome Ghost,Handsome Ghost,,Handsome Ghost,False
c34cfbd6-1df2-4865-96d9-e3bb4fe0577d,Famous Dex,Famous Dex,,Famous Dex,False
d3fb1614-78fd-4555-9c68-f8b25add2de7,Carbon Leaf,Carbon Leaf,bluegrass; indie rock; folk rock; celtic; indie folk; alternative country; roots rock,Carbon Leaf,False
123c193f-19af-4691-a318-5b6a62adebb9,Coleman Hell,Coleman Hell,,Coleman Hell,False
07ab04d4-bdbc-4c93-bfb2-457693a4ff94,Sheck Wes,Sheck Wes,,Sheck Wes,False
e5648c4a-f07c-48a8-9b58-32ac5ff092e5,New Years Day,New Years Day,alternative rock; gothic metal; hard rock; power pop; alternative metal; pop punk; post-hardcore; gothic rock,New Years Day,False
3a4c8052-7c20-473f-8b41-c3a081cbeb13,Turnover,Turnover,pop punk,Turnover,False
679a4fa1-f7f3-44ca-b440-ad6fb163b10d,Gregg Allman,Gregg Allman,rock; blues; country; southern rock; gospel,Gregg Allman,False
f8a9a911-47de-49fe-ba96-7e5b5f08b7d0,Duman,Duman,alternative rock; grunge,Duman,False
d786f59b-1836-4ddb-8393-ab753edbe984,Clairo,Clairo,,Clairo,False
9862fd7e-0ee2-4398-a22f-b27b3c478973,Slaughter,Slaughter,hard rock; glam metal,Slaughter,False
f018d8e8-5666-4814-9562-4e0bee6a4940,Max Jury,Max Jury,,Max Jury,False
fe09b2be-dbc5-47a1-8e29-09c426ab7561,Dawn Golden,Dawn Golden,,Dawn Golden,False
466097fa-c858-4006-8140-d7f419d47ea2,Amberian Dawn,Amberian Dawn,metal; finnish; power metal; symphonic metal; speed metal; neo-classical metal; female fronted metal; female fronted,Amberian Dawn,False
6c013efb-e919-4044-9e99-ef583c97f335,Julianne Hough,Julianne Hough,,Julianne Hough,False
323ed974-8bf6-4f54-9525-b774a659f805,Johnny Hallyday,Johnny Hallyday,rock; pop; french; pop rock; chanson; french pop; european; yé-yé; rock & roll; todo-works; je te promet,Johnny Hallyday,False
e2137e49-1cfa-4321-8dca-aef01cb8101e,Blaque,Blaque,,Blaque,False
e3513b4f-2a13-45f5-8ead-e79b1af0bf68,Modern Baseball,Modern Baseball,,Modern Baseball,False
fb5d53ea-6090-49cd-b8ab-0d200bacf4c3,Dobie Gray,Dobie Gray,soul; classic pop and rock,Dobie Gray,False
4caea77b-cfcf-4eba-8c97-6ca137474d98,Aaron Smith,Aaron Smith,,Aaron Smith,False
6122e623-d38d-47b0-95d8-7a3d73a01a55,Rodrigo Amarante,Rodrigo Amarante,,Rodrigo Amarante,False
24a60384-83b0-4cfb-abba-d97075e83e52,Get Scared,Get Scared,post-hardcore,Get Scared,False
b76c1bf7-f33b-460c-bfc3-f140d023fc94,Valerie June,Valerie June,soul,Valerie June,False
8e4e1dff-978a-482f-8d18-30d7998dd209,Prinz Pi,Prinz Pi,hip hop; hip hop - deutsch,Prinz Pi,False
a4212608-6860-4c68-b67d-1b95225946c5,Kim Cesarion,Kim Cesarion,rnb,Kim Cesarion,False
7fdb6168-64a8-4b5a-9a6a-e39803e4aec1,Erick Sermon,Erick Sermon,hip hop; hip hop rnb and dance hall; hit squad,Erick Sermon,False
c6d4b9fd-bea6-4671-bd9a-0423b932ccf8,Sticky Fingers,Sticky Fingers,,Sticky Fingers,False
adfa9d07-123c-4dc8-b1bb-99282b166b60,Jonathan Davis,Jonathan Davis,industrial metal; metal; american; nu metal; alternative metal,Jonathan Davis,False
15674cab-ca9c-4704-b15f-c601d2f4409b,Orianthi,Orianthi,rock; alternative rock; hard rock; blues rock; alternative metal; pop rock; pop punk; modern rock,Orianthi,False
1213b8e7-79f0-4cc2-a12a-81448aaf3429,San Fermin,San Fermin,,San Fermin,False
c926bc4a-97c9-4412-b56e-7e5844f09579,Amen Dunes,Amen Dunes,,Amen Dunes,False
9f1560de-9a9d-482b-afa0-99938e688330,Ummet Ozcan,Ummet Ozcan,,Ummet Ozcan,False
b342d50e-401c-4c77-b7e4-2b3e7beaf00a,Johnny Mercer,Johnny Mercer,death by brain tumor,Johnny Mercer,False
d3201290-2791-4b2c-9d79-62eb6240e742,Saltatio Mortis,Saltatio Mortis,german; folk rock; folk metal; medieval; medieval metal; medieval/folk-rock,Saltatio Mortis,False
694d9b58-f440-450c-9e2c-212fa69d7fda,Impending Doom,Impending Doom,metal; christian,Impending Doom,False
f988a2d6-0785-4b64-aa14-00171dc9d7fd,Forgive Durden,Forgive Durden,,Forgive Durden,False
4501104e-78e3-454c-a45e-b8e9c27e789e,Transit,Transit,,Transit,False
9f478f13-554c-49fc-b5f6-fcf110010c39,Ben Rector,Ben Rector,singer/songwriter,Ben Rector,False
fb5f6b0a-8854-45f5-854c-560cb2f347ad,Carpark North,Carpark North,danish; electronic rock,Carpark North,False
f6e61750-a6b7-4d88-979b-052345cd0e4a,Sturgill Simpson,Sturgill Simpson,country,Sturgill Simpson,False
02339890-0761-44b8-88f6-90977faf9ee5,Rich Gang,Rich Gang,,Rich Gang,False
202d588f-f92b-49f3-b04a-8adb3d02d6b4,Institute,Institute,,Institute,False
ab9b26bf-7a4e-4abb-ba2e-14a51e89cdb0,Ruff Endz,Ruff Endz,,Ruff Endz,False
dd2948ca-23bb-45eb-8902-4e00d18cbb5b,Allstar Weekend,Allstar Weekend,,Allstar Weekend,False
01e708f5-bb89-44b5-84db-df544cff636d,Tommy Roe,Tommy Roe,pop; rock and roll; bubblegum pop,Tommy Roe,False
1c4c789d-06af-42ef-b86c-7d6bf49c652c,Eddy Arnold,Eddy Arnold,,Eddy Arnold,False
3ff99b4e-3824-40d4-8acb-0147c6eae948,Pilot,Pilot,scottish; british; uk,Pilot,False
729c1b75-ad36-447e-bd97-eb96c5237506,Revis,Revis,rock; alternative; illinois; southern illinois; carbondale; justin holmann; kevin haaland; robert davis; david piribauer; brad smith; revis,Revis,False
b64575d5-28c2-4e1c-8176-3c2a0a473fda,Brian McFadden,Brian McFadden,irish; pop and chart,Brian McFadden,False
3e6e3015-5f02-4068-a44c-728dc9fe218b,King Harvest,King Harvest,rock,King Harvest,False
31a4c5ca-1899-4a44-a4b1-31e1921ddf17,Daryl Hall,Daryl Hall,soul; rock and indie,Daryl Hall,False
f79564d5-9d40-4089-a83e-2308828fb69b,Borgeous,Borgeous,electro house,Borgeous,False
3864b9cc-05f3-4478-a02e-18504b3dfa33,Ilse DeLange,Ilse DeLange,rock; the netherlands; netherlands,Ilse DeLange,False
585a4449-2a50-4fc9-910d-e76b46c22718,Rejjie Snow,Rejjie Snow,,Rejjie Snow,False
d774c8ff-2b2b-423d-94ba-a827b3554785,Haley Reinhart,Haley Reinhart,soul; american idol,Haley Reinhart,False
3b787178-64ef-4af5-82bd-3aefac5ae6c6,Fallulah,Fallulah,folk; art rock; indie pop,Fallulah,False
357ff05d-848a-44cf-b608-cb34b5701ae5,Faster Pussycat,Faster Pussycat,heavy metal; industrial rock; punk rock; hard rock; glam metal; glam punk,Faster Pussycat,False
7e14cf06-532b-4789-8c03-5aa13da4f6f3,Infectious Grooves,Infectious Grooves,funk rock; funk metal,Infectious Grooves,False
cd43cafe-ff56-491e-99bb-31770bdd78a6,Ball Park Music,Ball Park Music,,Ball Park Music,False
486d04cf-355f-4afb-a694-a895918c45ac,Eddie Rabbitt,Eddie Rabbitt,country; classic pop and rock,Eddie Rabbitt,False
71d58182-aa37-4c04-b21a-efe46ea0f221,Chris Stapleton,Chris Stapleton,bluegrass; country; southern rock; as attended vanderbilt university,Chris Stapleton,False
47f94b87-c184-4a9a-9f17-7c4e7e5abeff,D-A-D,D-A-D,rock; hard rock; melodic; cowpunk,D-A-D,False
eab003ca-21bc-4cd4-8e46-9d4c4e2721ac,Big Black Delta,Big Black Delta,,Big Black Delta,False
bbad030f-bf55-4fc2-a643-248708e72f22,Carlos Baute,Carlos Baute,pop; latin pop; latin; carlos baute colgando en tus manos nada se compara a ti,Carlos Baute,False
a25f3156-ef58-4c07-9927-ce18bd6e103b,Clay Aiken,Clay Aiken,rock; american idol,Clay Aiken,False
2972f54d-aa74-4b6a-a719-49e2c22277f6,Tim Hughes,Tim Hughes,,Tim Hughes,False
6b94d6b8-7679-4f16-a029-71976d5db90e,Nashville Cast,Nashville Cast,,Nashville Cast,False
c7437df4-6fac-4c89-99ae-f8640f268222,Crass,Crass,punk; punk rock; british; uk; anarcho; hardcore punk; anarcho-punk; art punk; english; england; anarchopunk,Crass,False
a9859125-d2c2-498e-a20b-b98dff2957a4,Kingdom Come,Kingdom Come,,Kingdom Come,False
fc2c638d-3735-43a2-b455-eb49b44f4808,Aaron Shust,Aaron Shust,christian; ccm; worship,Aaron Shust,False
91640d9b-b077-4271-9fb7-84f3ea543f24,Hop Along,Hop Along,alternative rock; indie rock; folk rock; acoustic; anti-folk; freak folk,Hop Along,False
47fcc424-f96a-4af5-b983-6186bc56d065,Chase Coy,Chase Coy,,Chase Coy,False
3ae4a23a-80a2-408f-9079-d6571c2525ae,Richie Sambora,Richie Sambora,rock; hard rock,Richie Sambora,False
09a6607d-4d1e-42e8-8b67-5af2b5156f86,Luke Christopher,Luke Christopher,,Luke Christopher,False
c7eb03c1-f8cb-4815-afc8-46df3b253129,Teyana Taylor,Teyana Taylor,,Teyana Taylor,False
98c3b2ad-dddd-43bd-8058-9d9c4e07b7e9,Panama Wedding,Panama Wedding,,Panama Wedding,False
773fe884-b13e-47cc-a2d9-603a34289796,Manafest,Manafest,hard rock; alternative metal; rap rock; christian hip hop,Manafest,False
d7762352-8894-4fb2-9165-5fa7a2fbac42,Ayria,Ayria,electronic; futurepop; synthpop; canadian; electro-industrial,Ayria,False
e7a4e8e9-e4f5-4ed0-83ce-7192e6a19359,Laura Welsh,Laura Welsh,,Laura Welsh,False
5b8075e5-54ba-43ed-875e-bc7d688d46da,Lincoln Brewster,Lincoln Brewster,,Lincoln Brewster,False
fd1485a8-2664-4d82-afc6-f3354ba94087,Cam,Cam,,Cam,False
7c24178a-8658-4e7f-889f-82013f8fd3f6,August Alsina,August Alsina,hip hop; hip hop soul; contemporary r&b,August Alsina,False
ea6c62ec-701e-4f01-bbcc-adfad2d3be70,Straight No Chaser,Straight No Chaser,a cappella,Straight No Chaser,False
aa2ff391-2dcc-4478-915e-3e716e13bfc2,Fun Boy Three,Fun Boy Three,england; rock and indie,Fun Boy Three,False
43a5364c-7096-4f9b-ab63-b71d62af52bd,Barry McGuire,Barry McGuire,rock,Barry McGuire,False
22ab02d9-26d8-404e-8e16-21fef216b1ce,Punchline,Punchline,pop punk,Punchline,False
59e22818-9da1-42be-bdd6-b1124b4a67b9,Aaron Tippin,Aaron Tippin,country,Aaron Tippin,False
812c46e5-3d65-4e80-ada8-269450c5621b,Jordan Rakei,Jordan Rakei,reggae; soul; r&b/soul; neosoul,Jordan Rakei,False
91136bf7-3b12-4ae5-b93b-eddb9e561dfb,Wardruna,Wardruna,dark folk; nordic folk,Wardruna,False
410c4a6e-9b46-4199-994c-ed61aa3b0867,Dorothy,Dorothy,,Dorothy,False
9dd9a2fb-891e-44d8-97ef-ca1d69aa2d7a,Rayland Baxter,Rayland Baxter,,Rayland Baxter,False
4778e075-c59b-4455-be96-5c84fc458904,Princess Chelsea,Princess Chelsea,,Princess Chelsea,False
18f719e7-e9b4-4216-8869-9083ebc23f7d,Jessica Mauboy,Jessica Mauboy,,Jessica Mauboy,False
1c9f09f3-5cdb-41f1-b177-60bcb4e8fa43,Polaris,Polaris,,Polaris,False
56806de5-eeed-4081-9475-d585dc049081,Iron Savior,Iron Savior,power metal,Iron Savior,False
0c124600-18da-4087-be0d-d7fb6a2526c6,Stick Figure,Stick Figure,reggae; dub,Stick Figure,False
744a5a80-fb84-4a49-b4a2-d514ca905b66,Great Northern,Great Northern,,Great Northern,False
29da6ed6-2501-40bf-83e9-9f22d872dd5a,Slave,Slave,funk,Slave,False
5e9adbe9-5721-4d66-88e4-0e3ff7129f1c,Mild High Club,Mild High Club,,Mild High Club,False
69f42d7f-0cac-4210-b6e6-270e286a82b4,Kurt Nilsen,Kurt Nilsen,rock; country,Kurt Nilsen,False
6886e4ad-a55b-4b1e-a9c4-98bad7a43473,Fly Project,Fly Project,romanian; romanian band,Fly Project,False
e97072f3-26f9-4577-b405-22e127e348c0,Odessa,Odessa,,Odessa,False
96c5c9a3-6c9b-41a7-90cc-e7375afbfde1,NxWorries,Nxworries,hip hop,NxWorries,False
3b910f7b-018f-408f-950b-47e02d2ce305,Jay Som,Jay Som,,Jay Som,False
2410b985-9e8c-437b-83de-113e39565a55,Matt Cardle,Matt Cardle,,Matt Cardle,False
7333182d-8933-4896-adaa-fe98e6b59bd7,Kasey Chambers,Kasey Chambers,folk,Kasey Chambers,False
b185451a-9edd-46df-8046-1db7e9594f5a,Vetusta Morla,Vetusta Morla,,Vetusta Morla,False
9c17c956-de06-4463-9a87-234652c306dc,Robben Ford,Robben Ford,blues; blues rock; jazz fusion; electric blues; jazz and blues; likedis auto,Robben Ford,False
424f2349-f719-46c0-ab39-abbb4364d95f,Atheist,Atheist,technical death metal; jazz metal; progressive death metal,Atheist,False
578e5d1c-be21-4158-b147-30aad67f207d,Benjamin Clementine,Benjamin Clementine,,Benjamin Clementine,False
9a5b3d06-9d9f-4ec9-bbb9-5b5e47c7cbd8,Citizen,Citizen,british,Citizen,False
1b7de629-8e8a-4748-b402-bd58de30e5f1,Emily King,Emily King,jazz; soul; rhythm and blues,Emily King,False
0f4681f3-1d4d-4463-8a68-eaa60d6d6865,Helen Reddy,Helen Reddy,pop; australian,Helen Reddy,False
940b11e2-2df3-4374-9014-ff3fc710edef,Rita Coolidge,Rita Coolidge,pop; american; singer-songwriter; country; soft rock; adult contemporary; blue-eyed soul; country pop; native american,Rita Coolidge,False
be166079-6f21-4d0d-af2a-9f55c4b34455,Delta Heavy,Delta Heavy,drum and bass; jungle,Delta Heavy,False
8d08484c-c532-457a-a04c-2510da38744e,Mors Principium Est,Mors Principium Est,melodic death metal; death metal,Mors Principium Est,False
ec3e1298-23c5-4c39-bb2b-ae6a588afdeb,Sevyn Streeter,Sevyn Streeter,,Sevyn Streeter,False
61b8b58c-294a-479e-8641-d8206b99a494,Stefanie Heinzmann,Stefanie Heinzmann,pop; funk; soul,Stefanie Heinzmann,False
f931ccfa-5c64-4bee-94c0-32fb1a6876c3,Christy Moore,Christy Moore,irish; folk; singer-songwriter; irish folk,Christy Moore,False
459ecf74-7f1f-434c-a304-73b78e9cdc97,Poco,Poco,rock; folk rock; country rock; soft rock; pop rock; aor; yacht rock,Poco,False
e9a9d23f-febe-4499-a6ec-d040b046a35b,Bros,Bros,rock; british; uk; english; classic pop and rock,Bros,False
59f92889-a06b-4fdc-831d-2dcdfd3bb21e,Richie Kotzen,Richie Kotzen,,Richie Kotzen,False
a8ad2edf-fe43-400e-8a8e-f1b20fd0dde7,Hi-Five,Hi-Five,,Hi-Five,False
5b946a83-b395-4016-b67f-c71690f9a866,Zendaya,Zendaya,,Zendaya,False
bcf6f62d-7328-4568-8a33-bc654526e6a7,Changing Faces,Changing Faces,changing faces,Changing Faces,False
b4ce8f8f-72f9-48f0-92be-606095d4b6e0,Peter Maffay,Peter Maffay,rock; german; schlager; german-lyrics,Peter Maffay,False
f9f7085b-ad7b-4bc7-97c3-3dc5a273f959,ANOHNI,Anohni,electronic; voice,ANOHNI,False
fd071985-668f-4905-8ffa-35f54b3188df,Holden,Holden,,Holden,False
1159e0d0-a782-471a-9dae-93ac046eac72,Buffalo Tom,Buffalo Tom,rock; alternative rock; indie rock; power pop; jangle pop; rock and indie,Buffalo Tom,False
f0bf3f58-bfc9-404b-ac54-49e04544a757,RiFF RAFF,Riff Raff,hip hop,RiFF RAFF,False
9b92b0c8-b87f-470b-880a-40181065583a,Madilyn Bailey,Madilyn Bailey,,Madilyn Bailey,False
534c4d66-9809-47bc-8d59-10e8fb13c693,Prozak,Prozak,,Prozak,False
1ecff755-607d-4130-9a8a-8873f27e5de5,Jerry Garcia,Jerry Garcia,rock; folk rock; psychedelic rock; country rock; death by heart attack,Jerry Garcia,False
45fc1a1c-6b33-4a2b-b517-d8bca372b7b0,Ezra Furman,Ezra Furman,,Ezra Furman,False
86cd4d38-857c-42bd-a5da-9acedcab1e01,Snail Mail,Snail Mail,rock; pop; folk; indie; lo-fi,Snail Mail,False
3e0ad499-0d3b-4445-8224-c63b4ad46317,Mtume,Mtume,funk; hip hop rnb and dance hall,Mtume,False
aa610722-8a3d-41e1-963a-080ec93c7ff3,Sofia Karlberg,Sofia Karlberg,,Sofia Karlberg,False
919e82ff-f3f3-4b05-a7e9-c28d1c7ac981,Foxy Shazam,Foxy Shazam,alternative rock,Foxy Shazam,False
d53ec070-36da-4a1a-a32a-410dd72e3b6e,Hudson Taylor,Hudson Taylor,,Hudson Taylor,False
78761837-4b00-4935-b7be-601697900e66,April Wine,April Wine,rock; hard rock; pop rock; aor,April Wine,False
a1772ea7-2b4c-4f8d-973b-aac4efcafff0,Kllo,Kllo,,Kllo,False
d1f0b0db-db43-42eb-a374-6fb358a3e95e,Liza Anne,Liza Anne,,Liza Anne,False
ca4d7350-e835-4af6-9cbd-1e012e597de4,Jacob Banks,Jacob Banks,,Jacob Banks,False
04f730ea-5699-496b-83ec-c0d5db434b7c,Madison Avenue,Madison Avenue,australian,Madison Avenue,False
174b0914-d1f5-4553-a8a7-e55c9da6320b,Evermore,Evermore,,Evermore,False
6cf4f18c-2455-47ed-9f6c-953e2f107406,Stephen Bishop,Stephen Bishop,rock; american; classic pop and rock,Stephen Bishop,False
84803b1d-dcb3-490d-9af5-debbba64a011,Soccer Mommy,Soccer Mommy,,Soccer Mommy,False
3c5384b4-c21b-4197-acba-a22bd7d69a26,LISA,Lisa,,LISA,False
85d76093-9865-4605-97fa-8c910929d366,LiSA,Lisa,,LiSA,False
